Number_of_Riders,Number_of_Drivers,Location_Category,Customer_Loyalty_Status,Number_of_Past_Rides,Average_Ratings,Time_of_Booking,Vehicle_Type,Expected_Ride_Duration,Historical_Cost_of_Ride,Predicted_XGB_Price,Predicted_LGB_Price,Simulated_Revenue_XGB,Simulated_Revenue_LGB
65,16,1,2,82,3.62,1,1,146,460.8002858653508,464.96442,467.22400730269123,464.96442,467.22400730269123
96,48,2,0,11,4.19,3,0,79,272.4960775620536,272.44995,280.05811211393103,272.44995,280.05811211393103
47,9,1,0,88,4.06,3,0,93,246.9535423209308,252.02576,250.13405035286283,252.02576,250.13405035286283
20,7,2,2,55,4.43,3,0,153,482.7422075016093,485.72876,512.3868942175287,485.72876,512.3868942175287
94,57,1,1,13,4.04,0,0,60,205.495759583372,204.06848,194.7634449351245,204.06848,194.7634449351245
52,30,1,2,25,3.67,3,0,142,531.6062153403296,532.33215,528.7121677680486,532.33215,528.7121677680486
71,6,1,0,48,4.05,0,0,157,550.9983736824666,551.64636,564.856077847782,551.64636,564.856077847782
46,8,0,0,39,3.97,1,1,123,396.9586997774456,396.31796,393.3600258064639,396.31796,393.3600258064639
53,40,2,1,13,3.79,3,0,118,318.2115758092651,331.67252,333.35108669456037,331.67252,333.35108669456037
26,11,2,1,97,3.64,2,0,141,427.0550612068028,426.4852,440.9822607317452,426.4852,440.9822607317452
100,46,1,0,74,3.74,0,0,171,448.31285347772814,448.5335,490.18289383374236,448.5335,490.18289383374236
74,38,2,1,95,5.0,1,0,167,455.4083398759809,460.20728,473.4091537662789,460.20728,473.4091537662789
53,5,0,0,100,4.46,3,1,33,179.17081970350634,176.35458,169.87240879657193,176.35458,169.87240879657193
75,63,2,0,24,4.18,0,0,29,104.18588264010208,104.059,108.11734488720842,104.059,108.11734488720842
44,9,1,1,54,4.2,2,1,13,91.67748868757226,93.34876,92.94145229438092,93.34876,92.94145229438092
76,60,1,1,81,3.6,1,1,72,264.08573637935564,264.56528,264.61960643444087,264.56528,264.61960643444087
88,18,1,2,80,4.83,1,0,109,424.65693227127065,423.49384,428.75600512415826,423.49384,428.75600512415826
54,35,0,0,95,4.98,1,1,61,218.9504185416184,219.54567,225.1997091188653,219.54567,225.1997091188653
49,30,2,1,7,3.97,0,1,77,248.1703336422785,260.6085,262.281849342573,260.6085,262.281849342573
25,8,2,2,11,4.0,0,0,109,422.4367392307234,398.55798,334.02375423846536,398.55798,334.02375423846536
36,18,1,0,15,4.21,0,0,86,280.5240756909656,289.14447,297.67382897795676,289.14447,297.67382897795676
42,25,1,2,44,4.99,2,1,122,565.9834811108678,561.0383,548.2448042212442,561.0383,548.2448042212442
29,14,0,0,2,4.69,3,1,180,828.2131345744126,825.1419,768.3810439896051,825.1419,768.3810439896051
52,16,2,2,63,4.13,2,0,49,132.84680584297232,141.25702,141.35986424073394,141.25702,141.35986424073394
37,6,0,0,59,4.73,1,0,20,86.17345483820148,83.57445,84.55004052123323,83.57445,84.55004052123323
91,17,0,0,21,4.84,0,1,149,545.3868063047398,544.4243,544.4910656147091,544.4243,544.4910656147091
29,8,0,2,79,4.26,2,1,133,531.0619846358322,524.8759,514.200869439291,524.8759,514.200869439291
62,45,0,1,87,4.74,0,1,20,108.6023564641184,109.55485,110.3860437629856,109.55485,110.3860437629856
69,7,2,1,51,4.56,0,1,103,462.66304412150464,460.20712,460.96409164793187,460.20712,460.96409164793187
32,14,1,2,80,3.56,0,1,80,254.9510771161675,265.4161,278.6365253876614,265.4161,278.6365253876614
78,31,2,0,6,3.78,1,1,64,271.0126649576171,269.64752,263.6188859962167,269.64752,263.6188859962167
53,10,0,2,10,3.58,1,0,168,424.48842846396354,428.23508,460.8735665675065,428.23508,460.8735665675065
60,50,1,2,54,4.57,0,1,38,151.77728650517233,178.1951,170.8893606715706,178.1951,170.8893606715706
97,58,2,0,1,4.11,2,1,83,383.0749064097095,382.0103,367.3134290930059,382.0103,367.3134290930059
87,77,2,0,12,3.56,3,1,11,97.78450586126137,102.90296,90.10807658851517,102.90296,90.10807658851517
74,20,0,2,68,4.36,3,0,32,119.59407325541466,116.50478,116.25500433372635,116.50478,116.25500433372635
90,58,2,0,1,4.7,0,1,21,126.57277068445282,126.69416,123.82501346942936,126.69416,123.82501346942936
21,8,0,1,69,4.24,0,1,176,829.5343798843528,826.1607,762.8994535269542,826.1607,762.8994535269542
70,35,2,2,35,4.9,3,1,108,418.815349545453,418.29977,416.46297210899957,418.29977,416.46297210899957
37,7,1,1,1,3.92,1,0,62,233.21310275336955,230.72218,227.8354238553855,230.72218,227.8354238553855
30,11,0,0,93,3.56,3,1,155,701.141472496938,695.80475,692.6324669925802,695.80475,692.6324669925802
64,22,2,1,26,4.24,1,1,115,388.72966746525947,390.41693,388.6685350840011,390.41693,388.6685350840011
40,23,2,2,6,3.96,3,0,178,528.60807288888,772.2608,704.9639840597345,772.2608,704.9639840597345
28,18,2,0,100,3.62,0,1,92,382.03843862699455,413.69196,401.07284679451374,413.69196,401.07284679451374
85,19,0,0,17,3.69,2,0,164,587.331264277609,587.31195,588.6830338473195,587.31195,588.6830338473195
92,77,2,0,100,4.26,3,0,47,167.7398193291184,168.40544,178.43648097571167,168.40544,178.43648097571167
93,56,1,1,56,4.65,1,1,86,304.8360144837103,309.55472,304.6156997165608,309.55472,304.6156997165608
36,25,0,1,26,3.57,0,0,122,354.1540979676975,356.72818,368.3028471577066,356.72818,368.3028471577066
94,50,1,1,88,4.95,3,1,49,250.4603273046531,183.47643,215.04145711759725,183.47643,215.04145711759725
27,8,0,0,48,4.18,0,0,167,495.2197782062817,500.95572,503.0428517076554,500.95572,503.0428517076554
86,41,0,1,96,4.5,2,1,68,301.5483736351267,304.3152,307.4720912391349,304.3152,307.4720912391349
22,11,0,1,39,4.63,1,0,101,433.03454356764814,431.84705,439.25542044402795,431.84705,439.25542044402795
95,56,0,2,86,3.79,2,1,147,671.4712089285143,606.3509,536.1656431480144,606.3509,536.1656431480144
99,89,2,2,63,4.84,0,0,16,49.71329085631081,49.47375,50.57962280195667,49.47375,50.57962280195667
22,8,0,1,4,4.84,2,0,122,408.129769999122,400.67932,392.8603525749131,400.67932,392.8603525749131
100,85,1,2,59,4.46,1,0,110,329.4837131421355,382.92343,392.52560709613186,382.92343,392.52560709613186
61,38,0,2,100,4.34,1,1,78,383.3178042225475,382.1061,374.5342004100926,382.1061,374.5342004100926
33,18,1,0,7,4.01,3,0,105,313.06815696851334,314.60712,312.21771609447796,314.60712,312.21771609447796
39,22,0,0,63,3.87,1,1,170,706.6896358975697,630.2684,640.6050066732477,630.2684,640.6050066732477
37,5,2,2,75,3.88,1,1,26,142.6153122038585,142.32239,139.34407150834267,142.32239,139.34407150834267
95,53,1,2,6,4.01,0,1,158,708.8224028092762,709.2681,699.8822493635948,709.2681,699.8822493635948
28,6,1,0,54,4.03,0,1,168,593.065918046481,567.72687,575.292210769626,567.72687,575.292210769626
66,17,2,0,84,4.47,3,0,139,604.3834014812801,582.2633,585.6624895256903,582.2633,585.6624895256903
60,11,1,0,18,4.29,1,0,26,100.2582627032478,99.64695,95.58410861385464,99.64695,95.58410861385464
94,34,1,0,99,4.54,0,1,155,685.7612504810801,684.2621,674.7087578359535,684.2621,674.7087578359535
63,12,2,2,54,4.47,1,1,140,446.41301231617626,463.20932,456.87543959736223,463.20932,456.87543959736223
38,8,1,2,59,4.44,3,1,75,291.107936848218,289.39026,283.23618679999333,289.39026,283.23618679999333
35,21,1,2,13,4.14,2,1,36,193.64239387562827,187.4192,188.74752717497054,187.4192,188.74752717497054
83,64,1,0,78,4.01,1,0,109,304.52612995371493,309.73718,316.90038852370446,309.73718,316.90038852370446
62,14,0,2,33,4.23,2,1,85,386.834933294766,362.38904,344.6419249945437,362.38904,344.6419249945437
88,48,2,0,52,4.52,3,0,92,230.83258579661484,239.1724,248.40381098467844,239.1724,248.40381098467844
68,11,0,2,89,3.66,1,0,93,333.9106726820272,328.61026,327.16997292168367,328.61026,327.16997292168367
84,64,2,1,34,4.13,1,1,99,353.8098038704909,352.23465,353.67512882512995,352.23465,353.67512882512995
40,10,2,1,60,3.87,3,1,79,293.19813425701705,294.3524,295.1191321418524,294.3524,295.1191321418524
93,20,2,1,38,4.78,0,1,144,447.083068843808,449.56573,448.49465636278546,449.56573,448.49465636278546
57,44,2,0,78,3.53,1,0,153,584.888884974888,586.14935,576.2522204322906,586.14935,576.2522204322906
67,16,1,0,24,4.52,1,1,150,488.1872511532145,484.22513,496.79926165549557,484.22513,496.79926165549557
68,16,2,2,91,4.49,3,0,77,246.7577555097292,273.93634,291.5764373259773,273.93634,291.5764373259773
38,22,2,0,60,3.6,2,1,104,312.1731588463509,324.93863,337.7577566431363,324.93863,337.7577566431363
49,28,2,2,61,3.9,1,1,172,576.281119337865,588.6449,615.9902625153361,588.6449,615.9902625153361
98,59,2,1,55,4.6,2,0,100,381.391205400882,379.78226,374.3509206602207,379.78226,374.3509206602207
47,9,1,0,38,4.06,2,0,141,543.7702542024564,453.97424,432.6029328303429,453.97424,432.6029328303429
27,11,2,1,97,4.78,1,1,137,472.5224037960476,473.6351,472.1621478020456,473.6351,472.1621478020456
59,29,2,1,68,4.4,3,1,88,286.05897011629656,294.65326,296.43477450142586,294.65326,296.43477450142586
56,20,2,1,74,4.05,1,0,25,88.95619552388446,89.556046,89.7649209632054,89.556046,89.7649209632054
50,39,2,0,62,3.95,2,1,135,646.9811778631195,630.16614,620.106357185452,630.16614,620.106357185452
93,37,2,0,37,4.75,3,0,76,292.9246564000302,292.4262,281.0716207771621,292.4262,281.0716207771621
46,22,0,1,97,3.51,2,0,100,395.769846813748,396.185,390.6177538414352,396.185,390.6177538414352
56,19,1,2,16,4.46,1,1,86,279.6798100890559,293.67673,280.3835973336837,293.67673,280.3835973336837
37,16,1,0,8,4.5,1,0,46,192.50297743378897,194.3246,185.65162149373188,194.3246,185.65162149373188
85,58,2,1,85,4.1,3,1,92,351.77029329216225,350.2371,352.95199695941244,350.2371,352.95199695941244
27,7,2,1,89,3.6,2,1,120,555.4019371049674,396.34296,399.27337510608317,396.34296,399.27337510608317
44,16,0,2,31,3.96,3,1,122,395.3781570382596,396.64026,393.4537602023415,396.64026,393.4537602023415
75,51,1,1,68,3.65,0,1,66,261.5103067801241,262.79373,261.1845559730511,262.79373,261.1845559730511
21,11,2,0,46,3.84,2,0,103,397.5648404411393,396.8304,392.6883580992877,396.8304,392.6883580992877
42,29,1,2,67,4.59,2,1,153,735.2764383329761,726.2375,723.101293972139,726.2375,723.101293972139
25,15,1,2,100,4.9,3,1,94,289.4570095389695,294.0111,309.05907354515017,294.0111,309.05907354515017
67,46,1,1,92,4.72,2,0,32,97.6750013649232,122.66414,121.43518352091796,122.66414,121.43518352091796
29,6,1,2,24,4.37,0,0,50,197.46392160702555,175.08846,176.27791218555947,175.08846,176.27791218555947
100,70,2,0,42,4.9,3,1,167,762.8822843495781,669.5102,639.3286398380989,669.5102,639.3286398380989
37,10,1,0,27,4.26,0,0,143,512.44939271165,503.10684,497.57359031803105,503.10684,497.57359031803105
31,14,2,0,37,4.3,3,1,103,484.4661863877365,472.27658,467.9846121877355,472.27658,467.9846121877355
49,12,1,2,30,4.37,0,1,84,353.01840875622844,351.60703,354.11638078432344,351.60703,354.11638078432344
42,19,0,1,56,4.84,1,1,144,539.7316715337728,542.3987,539.9715811572331,542.3987,539.9715811572331
61,5,0,1,48,4.15,2,0,29,114.16365482248573,113.422874,108.76954969090754,113.422874,108.76954969090754
24,7,1,0,85,4.36,3,0,169,521.4080460440558,519.1095,509.10537179293266,519.1095,509.10537179293266
20,10,0,1,18,4.28,1,1,123,450.3878805106937,448.41824,457.2513445140369,448.41824,457.2513445140369
22,9,2,2,36,4.51,1,1,10,82.69156896202661,83.78647,93.14474070965474,83.78647,93.14474070965474
98,87,1,1,59,4.26,0,0,13,34.57409278115731,35.832287,44.223005736528314,35.832287,44.223005736528314
30,14,2,2,64,4.45,0,0,147,535.1718879088473,537.78424,543.1408137079159,537.78424,543.1408137079159
32,13,2,1,75,4.56,1,1,111,333.4011668412356,352.03995,358.5502823567704,352.03995,358.5502823567704
22,12,2,2,49,4.88,3,1,35,179.8388198801664,195.02632,196.74002002195485,195.02632,196.74002002195485
62,8,2,2,13,4.2,3,1,65,241.9912178461052,249.6092,255.45213746538622,249.6092,255.45213746538622
51,27,2,0,8,4.31,3,0,92,369.3803924019288,365.86002,363.5634919314062,365.86002,363.5634919314062
85,74,1,1,82,3.92,1,1,177,704.3001292247022,701.7937,695.5861653612532,701.7937,695.5861653612532
28,9,2,2,26,3.95,3,1,114,466.9720738288303,372.96634,372.6923121476305,372.96634,372.6923121476305
93,70,1,2,21,3.81,1,0,12,41.12164471941277,42.50887,80.22926842405033,42.50887,80.22926842405033
36,9,1,2,53,4.46,3,1,127,404.02979977887577,409.20984,405.1680470511479,409.20984,405.1680470511479
80,22,0,0,17,4.4,2,0,141,423.75441798529033,426.35706,425.2238296046474,426.35706,425.2238296046474
60,24,0,1,18,4.16,2,1,45,165.72466245477892,176.16693,180.79144523424313,176.16693,180.79144523424313
97,45,2,2,90,3.71,2,1,151,578.8213877560842,581.48065,590.8049678570534,581.48065,590.8049678570534
53,14,1,2,24,3.99,0,1,161,707.4493979183783,696.7897,688.6646653080719,696.7897,688.6646653080719
79,22,0,2,53,3.96,1,1,126,542.8095730212775,536.48193,541.9504113721364,536.48193,541.9504113721364
44,24,2,2,55,4.08,0,1,137,513.9900766589533,514.85614,522.4949470938213,514.85614,522.4949470938213
34,12,1,1,3,4.83,3,1,62,298.3556200090825,237.97029,229.0912404132534,237.97029,229.0912404132534
55,12,2,2,96,4.66,2,1,48,183.2701656673754,216.53564,182.06321540135323,216.53564,182.06321540135323
49,29,1,1,35,4.8,1,1,160,468.3069201504469,482.40616,501.6443362794528,482.40616,501.6443362794528
72,54,0,1,68,3.85,0,0,74,220.4983368386397,220.56094,223.96157087950445,220.56094,223.96157087950445
72,27,2,0,76,3.97,2,1,70,265.94661511348426,268.92084,269.0532626308272,268.92084,269.0532626308272
99,6,1,0,49,4.32,0,0,113,311.4894374116108,312.77295,310.9141295540908,312.77295,310.9141295540908
21,10,0,1,22,4.42,2,0,151,647.8477765247827,647.08844,643.2790942140581,647.08844,643.2790942140581
50,25,2,2,89,4.74,0,0,107,383.9141419544756,428.40863,431.84617113692957,428.40863,431.84617113692957
61,35,0,2,4,4.77,2,1,115,557.916185756397,553.48035,547.1818832225059,553.48035,547.1818832225059
24,5,0,2,57,4.96,3,1,70,228.7960083986281,267.95883,257.92477170356517,267.95883,257.92477170356517
31,17,0,2,71,4.46,1,1,55,237.76862211931405,228.9267,243.507369757458,228.9267,243.507369757458
35,20,1,1,62,3.55,0,0,117,297.0874038526085,306.12723,317.5646061142843,306.12723,317.5646061142843
74,30,2,1,97,3.9,1,0,179,794.3231511066332,785.5713,707.3609314644805,785.5713,707.3609314644805
94,61,2,1,12,4.95,1,1,133,563.8497971641384,563.42664,564.9609738361595,563.42664,564.9609738361595
44,11,0,2,31,3.92,0,1,110,339.2870734791633,349.44653,341.8676723198377,349.44653,341.8676723198377
84,37,2,0,3,3.83,1,1,69,248.9476553705649,254.23764,269.86207422012234,254.23764,269.86207422012234
27,12,1,1,39,4.51,2,1,55,279.2686999169939,275.1317,273.31296865047165,275.1317,273.31296865047165
59,36,1,1,43,3.74,1,1,25,145.04223833476908,140.27417,145.15670755299985,140.27417,145.15670755299985
82,20,2,1,59,3.99,3,1,45,241.8259564507362,231.55516,236.21352454964244,231.55516,236.21352454964244
24,10,2,0,24,4.09,2,1,97,430.60985477056624,432.72577,431.4038017546396,432.72577,431.4038017546396
84,67,1,1,48,4.87,3,0,81,219.99370680056552,222.57928,236.5886967148178,222.57928,236.5886967148178
52,9,1,1,24,4.19,2,0,102,366.7282586383836,359.51968,361.18150246435914,359.51968,361.18150246435914
38,12,0,2,44,4.85,1,0,110,356.8814026432877,387.68433,423.67747338839825,387.68433,423.67747338839825
26,12,2,1,80,4.27,0,0,134,441.4714772887345,443.68646,438.89096222054695,443.68646,438.89096222054695
61,39,1,1,82,4.49,2,1,46,230.1431447581205,224.65027,227.03361772091438,224.65027,227.03361772091438
87,41,0,0,97,4.27,0,1,37,158.89198003545,205.15778,197.50672576857966,205.15778,197.50672576857966
98,46,1,0,55,4.71,1,0,173,766.9193242115463,765.3322,711.9499601819865,765.3322,711.9499601819865
24,13,2,2,54,4.09,2,0,161,466.7229822330101,471.73138,476.00725454522285,471.73138,476.00725454522285
44,8,2,0,43,3.82,3,0,86,233.50662384935427,235.24425,240.7248761194696,235.24425,240.7248761194696
71,59,2,1,71,4.47,1,0,31,104.1037337805616,104.62854,108.5296643520069,104.62854,108.5296643520069
91,59,2,2,68,4.77,3,0,15,38.33576819209958,39.156254,48.52127634890766,39.156254,48.52127634890766
32,14,2,0,75,4.49,3,0,177,761.0167600703148,761.3131,743.7704137393584,761.3131,743.7704137393584
79,24,2,2,0,4.26,1,0,82,284.8625062809567,324.59415,319.43044596919884,324.59415,319.43044596919884
73,27,2,1,55,4.27,2,1,50,216.06019585156733,215.5236,211.68051607266074,215.5236,211.68051607266074
32,16,0,2,80,4.78,2,0,11,39.37370119886104,39.185345,43.215310100240345,39.185345,43.215310100240345
22,10,0,2,5,4.44,2,1,129,471.7821019342959,471.72864,470.95197548519576,471.72864,470.95197548519576
35,19,2,2,45,4.99,0,0,159,508.6730024657942,509.44095,513.6434579824028,509.44095,513.6434579824028
24,10,1,1,79,4.3,3,0,24,95.11851081754354,93.79134,90.10015144097913,93.79134,90.10015144097913
67,31,0,0,64,3.62,3,0,169,735.1444900755255,734.29663,714.2307810146424,734.29663,714.2307810146424
100,73,2,2,95,3.98,3,1,100,456.60307303079816,455.93866,441.495194477259,455.93866,441.495194477259
66,16,2,2,94,4.52,2,0,34,122.24187517858556,121.01784,118.11665362932939,121.01784,118.11665362932939
96,36,2,1,57,4.06,1,1,139,599.8171406236374,591.9219,591.913495456259,591.9219,591.913495456259
60,8,2,1,68,4.84,2,1,144,438.5186068324803,446.88684,466.9458434916233,446.88684,466.9458434916233
92,31,0,2,54,3.91,3,1,148,516.1330392078827,521.53845,527.7868277824365,521.53845,527.7868277824365
92,49,2,2,9,4.23,1,1,89,397.4831040703401,330.5274,338.1560543624392,330.5274,338.1560543624392
56,37,2,2,27,4.12,0,1,68,317.8400260939533,313.44543,307.6556343626709,313.44543,307.6556343626709
88,71,0,1,42,4.87,0,1,109,330.78364034759613,434.33362,414.94987334013473,434.33362,414.94987334013473
87,47,0,2,6,4.54,2,1,162,743.3166378180009,742.21106,736.6249033103944,742.21106,736.6249033103944
85,6,1,0,92,4.11,0,0,73,274.1712773124912,275.86758,276.91482115340096,275.86758,276.91482115340096
98,54,0,1,34,4.57,1,1,113,462.4075929220183,379.01358,368.0823291352323,379.01358,368.0823291352323
28,14,0,1,24,4.2,0,0,147,533.0802632142761,557.99915,585.0272970115893,557.99915,585.0272970115893
36,9,1,2,22,3.51,3,1,37,143.2178421949143,145.2543,144.57478146608122,145.2543,144.57478146608122
20,8,1,2,38,4.82,3,1,155,574.9456425421428,574.8533,578.4387833728227,574.8533,578.4387833728227
94,36,0,1,41,4.57,2,0,76,215.741761640662,219.30157,226.29242828137274,219.30157,226.29242828137274
94,82,1,0,48,4.92,2,1,20,129.7685299495176,129.09389,137.34103370164433,129.09389,137.34103370164433
70,7,2,1,13,4.09,0,0,117,321.0007657787772,391.6399,362.4669786908579,391.6399,362.4669786908579
90,71,1,1,37,3.51,2,1,32,172.59277503910292,159.0956,150.06541243739437,159.0956,150.06541243739437
42,10,2,2,56,4.01,3,1,95,455.20978516158993,440.265,453.11535789288024,440.265,453.11535789288024
44,18,1,0,88,3.67,3,1,50,199.8397440906976,198.5004,197.19303717889463,198.5004,197.19303717889463
60,16,1,1,28,3.91,1,0,105,281.0970650985199,289.3493,287.7083594182927,289.3493,287.7083594182927
26,5,0,2,7,4.75,0,1,140,413.54800185803066,414.42535,419.8392396664326,414.42535,419.8392396664326
79,13,0,1,6,4.63,0,0,38,134.09432585149492,131.83578,125.89470964769885,131.83578,125.89470964769885
26,8,0,0,65,3.58,3,1,89,378.50396161301137,382.718,379.41104289913324,382.718,379.41104289913324
62,7,2,2,2,4.71,2,1,28,162.05358553352147,158.2405,155.4472302567695,158.2405,155.4472302567695
42,16,0,0,33,3.63,2,0,166,513.1161277813304,518.2673,532.6874921054062,518.2673,532.6874921054062
57,16,2,1,0,3.95,0,0,97,308.6385554813678,303.6759,303.6264471169941,303.6759,303.6264471169941
33,13,0,0,34,4.78,2,0,66,239.08854651007988,234.65833,236.92137372799277,234.65833,236.92137372799277
22,10,0,1,26,4.97,2,0,170,562.1650160715976,618.21735,654.1589803315227,618.21735,654.1589803315227
67,44,2,1,27,4.69,2,0,129,467.0198948894929,470.08716,475.06718859592974,470.08716,475.06718859592974
62,15,1,2,15,4.28,3,0,73,327.43334173812747,313.80142,309.40451239976375,313.80142,309.40451239976375
95,49,0,1,92,4.27,3,1,99,332.0936161256213,334.83154,336.1458920544048,334.83154,336.1458920544048
61,36,2,2,72,4.64,3,1,109,457.0853188522962,456.94363,460.15601670984216,456.94363,460.15601670984216
48,12,0,2,25,4.26,3,0,180,552.8162271192283,554.2248,555.915335920618,554.2248,555.915335920618
93,59,0,1,30,4.11,0,1,89,281.0521288708149,284.779,293.7504155252915,284.779,293.7504155252915
59,18,2,0,67,3.86,2,0,98,288.3451530321269,287.64365,286.3812215311212,287.64365,286.3812215311212
95,73,2,1,20,3.59,1,1,138,666.8242060496077,665.0337,647.5295368638688,665.0337,647.5295368638688
71,33,1,1,4,4.88,1,1,109,436.0192372930386,435.0948,423.2523304468216,435.0948,423.2523304468216
20,7,1,0,71,3.83,2,1,51,248.22030676592635,248.27515,243.45210679739188,248.27515,243.45210679739188
23,7,2,0,96,3.97,0,1,165,493.2338839519256,495.20184,511.62300517819,495.20184,511.62300517819
80,69,1,2,94,4.44,3,0,74,291.5110820764234,290.17032,281.78186500471725,290.17032,281.78186500471725
58,10,2,0,51,4.27,3,1,138,459.0606514814432,462.0383,463.8286344054566,462.0383,463.8286344054566
71,25,2,0,72,4.46,1,0,169,603.9358824371426,652.261,623.2641933342323,652.261,623.2641933342323
69,26,0,0,48,4.28,1,1,175,502.6040622268877,609.79156,615.6132822798488,609.79156,615.6132822798488
89,54,1,0,48,4.38,0,0,24,74.78832688768996,76.36965,75.06705914285719,76.36965,75.06705914285719
84,62,2,2,52,4.61,0,0,29,126.23081147979764,123.41248,117.0863625175006,123.41248,117.0863625175006
98,61,2,2,91,4.28,3,0,95,319.94237960548924,329.29428,383.4512332467734,329.29428,383.4512332467734
95,25,2,0,26,3.62,2,0,81,207.61291922267668,351.9952,384.58442663762247,351.9952,384.58442663762247
79,29,0,2,29,4.22,3,0,99,304.74417790488224,307.12326,306.5916622727509,307.12326,306.5916622727509
82,10,2,2,97,4.43,3,0,177,481.7658793191911,481.45148,509.0702543407105,481.45148,509.0702543407105
87,5,0,0,6,3.76,1,0,28,83.3353748167845,82.09804,85.39626501518029,82.09804,85.39626501518029
83,35,0,0,3,4.32,3,1,116,513.6451022177532,507.4159,486.99895662102546,507.4159,486.99895662102546
47,9,0,1,5,4.81,3,1,178,561.374877548703,561.625,594.5329940668831,561.625,594.5329940668831
34,7,2,2,54,4.71,3,1,149,516.51117285383,517.1198,515.6725420781191,517.1198,515.6725420781191
26,13,0,1,14,4.19,2,0,174,666.4286805847338,619.26733,568.1584703547248,619.26733,568.1584703547248
88,7,0,0,11,3.64,3,1,130,573.2085393656391,452.41687,459.6212632357716,452.41687,459.6212632357716
57,26,0,1,92,3.8,1,1,67,283.7979251507492,281.9141,283.00427309662706,281.9141,283.00427309662706
45,17,0,2,67,4.7,0,0,15,66.78323718712389,64.646736,63.35802970239474,64.646736,63.35802970239474
82,26,2,0,35,4.71,2,0,114,289.2390324634591,452.4898,444.44472877980974,452.4898,444.44472877980974
54,39,0,0,88,4.59,1,0,42,147.42638660593482,148.11212,145.01008117716927,148.11212,145.01008117716927
95,24,1,0,79,3.5,0,0,130,552.2304431046015,548.4929,532.5654179940047,548.4929,532.5654179940047
63,31,1,2,2,3.81,1,1,160,632.5601419476765,627.4098,614.3125310307006,627.4098,614.3125310307006
43,18,2,0,58,4.22,1,0,156,494.7452574847764,493.61438,499.6674327732173,493.61438,499.6674327732173
33,14,1,1,87,4.81,1,1,17,118.98653335805044,116.06708,110.52917617605665,116.06708,110.52917617605665
33,23,2,0,24,4.21,2,1,11,91.38952597435124,86.10167,95.34203718864197,86.10167,95.34203718864197
84,29,2,1,92,4.55,2,1,94,424.1559867017463,424.04025,424.9512589671195,424.04025,424.9512589671195
44,6,1,0,80,4.13,3,1,40,157.36483032789283,161.34155,162.26270680733396,161.34155,162.26270680733396
53,27,1,1,78,3.63,3,1,58,279.09504825213924,256.79886,263.86621436965584,256.79886,263.86621436965584
78,63,0,0,14,4.21,0,0,147,655.065105532243,652.0969,636.2537939226295,652.0969,636.2537939226295
